id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:719:java:类加载机制:has_part:加载,java:类加载机制,java:加载,has_part,类加载机制,加载,数据类型实体,JVM 与内存管理实体,0.804,类加载机制:加载、验证、准备、解析、初始化,枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:720:java:类加载机制:has_part:解析,java:类加载机制,java:解析,has_part,类加载机制,解析,数据类型实体,JVM 与内存管理实体,0.75,类加载机制:加载、验证、准备、解析、初始化,枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:721:java:类加载机制:has_part:验证,java:类加载机制,java:验证,has_part,类加载机制,验证,数据类型实体,JVM 与内存管理实体,0.786,类加载机制:加载、验证、准备、解析、初始化,枚举结构关系,java.txt,JVM基础,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:723:java:类型擦除:has_part:泛型,java:类型擦除,java:泛型,has_part,类型擦除,泛型,数据类型实体,领域实体,0.804,"类型擦除:泛型信息在编译后被移除,运行时没有泛型",枚举结构关系,java.txt,泛型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:724:java:类型擦除:has_part:运行,java:类型擦除,java:运行,has_part,类型擦除,运行,数据类型实体,线程状态实体,0.732,"类型擦除:泛型信息在编译后被移除,运行时没有泛型",枚举结构关系,java.txt,泛型,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:725:java:线程池:has_part:Executor,java:线程池,java:Executor,has_part,线程池,Executor,线程与并发实体,线程与并发实体,0.784,"线程池:Executor框架,常用类ThreadPoolExecutor",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:726:java:线程池:has_part:ThreadPoolExecutor,java:线程池,java:ThreadPoolExecutor,has_part,线程池,ThreadPoolExecutor,线程与并发实体,线程与并发实体,0.7,"线程池:Executor框架,常用类ThreadPoolExecutor",枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:727:java:线程状态:has_part:就绪,java:线程状态,java:就绪,has_part,线程状态,就绪,线程与并发实体,线程状态实体,0.786,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:728:java:线程状态:has_part:新建,java:线程状态,java:新建,has_part,线程状态,新建,线程与并发实体,线程状态实体,0.804,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:729:java:线程状态:has_part:等待,java:线程状态,java:等待,has_part,线程状态,等待,线程与并发实体,线程状态实体,0.732,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:730:java:线程状态:has_part:终止,java:线程状态,java:终止,has_part,线程状态,终止,线程与并发实体,线程状态实体,0.684,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:731:java:线程状态:has_part:超时等待,java:线程状态,java:超时等待,has_part,线程状态,超时等待,线程与并发实体,线程状态实体,0.714,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:732:java:线程状态:has_part:运行,java:线程状态,java:运行,has_part,线程状态,运行,线程与并发实体,线程状态实体,0.768,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:733:java:线程状态:has_part:阻塞,java:线程状态,java:阻塞,has_part,线程状态,阻塞,线程与并发实体,线程状态实体,0.75,线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止,枚举结构关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:736:java:访问控制修饰符:has_part:default,java:访问控制修饰符,java:default,has_part,访问控制修饰符,default,关键字与修饰符实体,关键字与修饰符实体,0.736,访问控制修饰符:private、default(无修饰符)、protected、public,枚举结构关系,java.txt,关键字与修饰符,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:737:java:访问控制修饰符:has_part:private,java:访问控制修饰符,java:private,has_part,访问控制修饰符,private,关键字与修饰符实体,关键字与修饰符实体,0.784,访问控制修饰符:private、default(无修饰符)、protected、public,枚举结构关系,java.txt,关键字与修饰符,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:738:java:访问控制修饰符:has_part:protected,java:访问控制修饰符,java:protected,has_part,访问控制修饰符,protected,关键字与修饰符实体,关键字与修饰符实体,0.652,访问控制修饰符:private、default(无修饰符)、protected、public,枚举结构关系,java.txt,关键字与修饰符,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:739:java:跳转语句:has_part:break,java:跳转语句,java:break,has_part,跳转语句,break,流程控制实体,流程控制实体,0.784,跳转语句:break、continue、return,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:740:java:跳转语句:has_part:continue,java:跳转语句,java:continue,has_part,跳转语句,continue,流程控制实体,流程控制实体,0.748,跳转语句:break、continue、return,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:741:java:跳转语句:has_part:return,java:跳转语句,java:return,has_part,跳转语句,return,流程控制实体,流程控制实体,0.694,跳转语句:break、continue、return,枚举结构关系,java.txt,流程控制,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:557:java:ArrayList:implemented_by:List,java:ArrayList,java:List,implemented_by,ArrayList,List,集合框架实体,集合框架实体,0.84,"List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:558:java:Callable:implemented_by:Runnable,java:Callable,java:Runnable,implemented_by,Callable,Runnable,线程与并发实体,线程与并发实体,0.84,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:559:java:Callable:implemented_by:Thread,java:Callable,java:Thread,implemented_by,Callable,Thread,线程与并发实体,线程与并发实体,0.768,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:568:java:FutureTask:implemented_by:Runnable,java:FutureTask,java:Runnable,implemented_by,FutureTask,Runnable,线程与并发实体,线程与并发实体,0.762,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:569:java:FutureTask:implemented_by:Thread,java:FutureTask,java:Thread,implemented_by,FutureTask,Thread,线程与并发实体,线程与并发实体,0.69,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:575:java:HashMap:implemented_by:Map,java:HashMap,java:Map,implemented_by,HashMap,Map,集合框架实体,集合框架实体,0.84,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:576:java:HashMap:implemented_by:Set,java:HashMap,java:Set,implemented_by,HashMap,Set,集合框架实体,集合框架实体,0.762,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:580:java:HashSet:implemented_by:Set,java:HashSet,java:Set,implemented_by,HashSet,Set,集合框架实体,集合框架实体,0.84,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:581:java:Hashtable:implemented_by:Map,java:Hashtable,java:Map,implemented_by,Hashtable,Map,集合框架实体,集合框架实体,0.714,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:587:java:LinkedHashSet:implemented_by:Set,java:LinkedHashSet,java:Set,implemented_by,LinkedHashSet,Set,集合框架实体,集合框架实体,0.708,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:588:java:LinkedList:implemented_by:List,java:LinkedList,java:List,implemented_by,LinkedList,List,集合框架实体,集合框架实体,0.702,"List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用",实现关系,java.txt,集合框架,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:594:java:Runnable:implemented_by:Thread,java:Runnable,java:Thread,implemented_by,Runnable,Thread,线程与并发实体,线程与并发实体,0.846,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:595:java:Runnable:implemented_by:继承,java:Runnable,java:继承,implemented_by,Runnable,继承,线程与并发实体,面向对象核心实体,0.83,创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask,实现关系,java.txt,线程与并发,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:619:java:implements:implemented_by:interface,java:implements,java:interface,implemented_by,implements,interface,关键字与修饰符实体,关键字与修饰符实体,0.774,"接口使用interface关键字,一个类可以实现多个接口(implements",实现关系,java.txt,继承与多态,java,relation_taxonomy_normalization+direction_normalization+duplicate_merge
