head,relation,tail,head_type,tail_type,evidence,pattern_name,source_file,confidence,method
常量池,has_part,符号引用,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,整体部分关系,JVM.txt,0.67,rule_pattern_sentence_level
key,used_for,gc,代码与容器实体,领域实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.668,rule_pattern_sentence_level
方法区,is_a,GC Roots,内存区域实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,JVM.txt,0.668,rule_pattern_sentence_level
方法区,used_for,加载,内存区域实体,类加载过程实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.668,rule_pattern_sentence_level
运行时常量池,is_a,常量池,内存区域实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,JVM.txt,0.668,rule_pattern_sentence_level
JVM,used_for,局部变量表,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.662,rule_pattern_sentence_level
垃圾回收,is_a,内存泄漏,领域实体,领域实体,Java 的 GC（垃圾回收）简单说就是 「自动识别并回收不再使用的对象，释放内存空间」，避免内存泄漏,上下位关系,JVM.txt,0.662,rule_pattern_sentence_level
线程,used_for,操作数栈,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.662,rule_pattern_sentence_level
From Survivor,is_a,新生代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,JVM.txt,0.66,rule_pattern_sentence_level
JVM,used_for,动态链接,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
JVM,used_for,操作数栈,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 堆,used_for,对象实例,内存区域实体,对象与字符串相关实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 堆,used_for,数组,内存区域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,加载,领域实体,类加载过程实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,常量,领域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,类型信息,领域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机栈,used_for,方法出口,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Metaspace,used_for,类的元数据信息,异常与错误实体,方法区与元数据相关实体,元空间（Metaspace）:从Java 8开始，永久代（Permanent Generation）被元空间取代，用于存储类的元数据信息，如类的结构信息（如字段、方法信息等）,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
ThreadLocalMap,used_for,强引用,代码与容器实体,引用类型实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
使用,used_for,强引用,类加载过程实体,引用类型实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
弱引用,used_for,ThreadLocal,引用类型实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
弱引用,used_for,gc,引用类型实体,领域实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
方法区,used_for,即时编译器编译后的代码缓存,内存区域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
方法区,used_for,类型信息,内存区域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
直接内存,is_a,堆外内存,内存区域实体,内存区域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,JVM.txt,0.66,rule_pattern_sentence_level
程序计数器,used_for,JVM,内存区域实体,领域实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,JVM,线程与私有性相关实体,领域实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,动态链接,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,数组,线程与私有性相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,方法出口,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,浮动垃圾,线程与私有性相关实体,垃圾回收核心概念实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
运行时常量池,used_for,常量,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,JVM.txt,0.66,rule_pattern_sentence_level
Major GC,is_a,gc,垃圾回收核心概念实体,领域实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,上位包含关系,JVM.txt,0.656,rule_pattern_sentence_level
批量处理任务,causes,堆溢出,场景与问题实体,内存区域实体,举个例子：曾遇到过一个批量处理任务，代码中把所有处理结果都存到了一个静态 List 里，导致对象越积越多，最终堆溢出,因果关系,JVM.txt,0.65,rule_pattern_sentence_level
树形结构遍历,causes,栈溢出,场景与问题实体,场景与问题实体,举个实际例子：曾遇到一个树形结构遍历的方法，因节点层级极深（超过 10 万层）且用递归实现，导致栈溢出,因果关系,JVM.txt,0.65,rule_pattern_sentence_level
重定位阶段,causes,指针,垃圾回收算法实体,栈与栈帧相关实体,重定位阶段，因为转移导致对象的地址发生了变化，在重定位阶段，所有指向对象旧地址的指针都要调整到对象新的地址上,因果关系,JVM.txt,0.65,rule_pattern_sentence_level
GC Roots,has_part,方法区,垃圾回收核心概念实体,内存区域实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,整体部分关系,JVM.txt,0.648,rule_pattern_sentence_level
